level,group,lemma
a1,group-3,limpiar
a1,group-3,ordenar
a1,group-3,repetir
a1,group-3,pronunciar
a1,group-3,deletrear
a1,group-3,entender
a1,group-3,pasar
a1,group-3,nacer
a1,group-3,crecer
a1,group-3,sonreír
a1,group-3,llorar
a1,group-3,reír
a1,group-3,gritar
a1,group-3,gustoso
a1,group-3,guapo
a1,group-3,alegre
a1,group-3,moreno
a1,group-3,rubio
a1,group-3,largo
a1,group-3,corto
a1,group-3,fuerte
a1,group-3,débil
a1,group-3,quieto
a1,group-3,solo
a1,group-3,casado
a1,group-3,soltero
a1,group-3,divertido
a1,group-3,fresco
a1,group-3,ayer
a1,group-3,anteayer
a1,group-3,mañana temprano
a1,group-3,esta semana
a1,group-3,el próximo mes
a1,group-3,por favor repita
a1,group-3,no pasa nada
a1,group-3,mucho gusto
a1,group-4,salón
a1,group-4,comedor
a1,group-4,pasillo
a1,group-4,terraza
a1,group-4,balcón
a1,group-4,suelo
a1,group-4,techo
a1,group-4,pared
a1,group-4,lámpara
a1,group-4,sofá
a1,group-4,armario
a1,group-4,nevera
a1,group-4,horno
a1,group-4,lavadora
a1,group-4,ducha
a1,group-4,jabón
a1,group-4,toalla
a1,group-4,cepillo
a1,group-4,papel
a1,group-4,bolsa
a1,group-4,caja
a1,group-4,reloj
a1,group-4,ordenador
a1,group-4,internet
a1,group-4,radio
a1,group-4,televisión
a1,group-4,playa
a1,group-4,mar
a1,group-4,sol
a1,group-4,lluvia
a1,group-4,viento
a1,group-4,nieve
a1,group-4,nube
a1,group-4,tiempo
a1,group-4,calor
a1,group-4,tormenta
a1,group-4,árbol
a1,group-4,flor
a1,group-4,animal
a1,group-4,insecto
a1,group-4,metro
a1,group-4,camión
a1,group-4,moto
a1,group-4,barco
a1,group-4,avión
a1,group-4,carretera
a1,group-4,semáforo
a1,group-4,cruce
a1,group-4,esquina
a1,group-4,centro
a1,group-4,panadería
a1,group-4,carnicería
a1,group-4,supermercado
a1,group-4,biblioteca
a1,group-4,cine
a1,group-4,teatro
a1,group-4,iglesia
a1,group-4,oficina de correos
a1,group-4,abrigo
a1,group-4,falda
a1,group-4,vestido
a1,group-4,calcetín
a1,group-4,sombrero
a1,group-4,paraguas
a1,group-4,cortina
a1,group-4,espejo
a1,group-4,alfombra
a1,group-4,escalera
a1,group-4,poner
a1,group-4,quitar
a1,group-4,sacar
a1,group-4,meter
a1,group-4,doblar
a1,group-4,seguir
a1,group-4,parar
a1,group-4,llover
a1,group-4,nevar
a1,group-4,brillar
a1,group-4,secar
a1,group-4,mojar
a1,group-4,ancho
a1,group-4,estrecho
a1,group-4,seco
a1,group-4,mojado
a1,group-4,soleado
a1,group-4,nublado
a1,group-4,lluvioso
a1,group-4,abierto
a1,group-4,cerrado
a1,group-4,apagado
a1,group-4,encendido
a1,group-4,primero
a1,group-4,último
a1,group-4,arriba
a1,group-4,al lado
a1,group-4,en frente de
a1,group-4,al fondo
a1,group-4,a la derecha
a1,group-4,a la izquierda
a1,group-4,siga recto
a1,group-5,fresa
a1,group-5,plátano
a1,group-5,pera
a1,group-5,uva
a1,group-5,limón
a1,group-5,patata
a1,group-5,tomate
a1,group-5,cebolla
a1,group-5,ensalada
a1,group-5,bocadillo
a1,group-5,tarta
a1,group-5,yogur
a1,group-5,zumo
a1,group-5,cerveza
a1,group-5,vino
a1,group-5,botella
a1,group-5,servilleta
a1,group-5,menú
a1,group-5,camarero
a1,group-5,recibo
a1,group-5,hambre
a1,group-5,sed
a1,group-5,maíz
a1,group-5,cereal
a1,group-5,miel
a1,group-5,taza
a1,group-5,pizarra
a1,group-5,lápiz
a1,group-5,goma
a1,group-5,mochila
a1,group-5,carpeta
a1,group-5,regla
a1,group-5,diccionario
a1,group-5,lección
a1,group-5,pregunta
a1,group-5,respuesta
a1,group-5,palabra
a1,group-5,frase
a1,group-5,idioma
a1,group-5,español
a1,group-5,inglés
a1,group-5,ejercicio
a1,group-5,número
a1,group-5,color
a1,group-5,lista
a1,group-5,idea
a1,group-5,ayuda
a1,group-5,cena
a1,group-5,almuerzo
a1,group-5,merienda
a1,group-5,saborear
a1,group-5,cortar
a1,group-5,mezclar
a1,group-5,servir
a1,group-5,desear
a1,group-5,invitar
a1,group-5,contestar
a1,group-5,preguntarse
a1,group-5,copiar
a1,group-5,practicar
a1,group-5,memorizar
a1,group-5,repasar
a1,group-5,corregir
a1,group-5,subrayar
a1,group-5,marcar
a1,group-5,apuntar
a1,group-5,olvidarse
a1,group-5,recordarse
a1,group-5,empezar de nuevo
a1,group-5,hacer una pausa
a1,group-5,pedir ayuda
a1,group-5,un poco
a1,group-5,un momento
a1,group-5,otra cosa
a1,group-5,más despacio
a1,group-5,más alto
a1,group-5,más bajo
a1,group-5,igual
a1,group-5,distinto
a1,group-5,falso
a1,group-5,verdadero
a1,group-5,exacto
a1,group-5,equivocado
a1,group-5,fino
a1,group-5,grueso
a1,group-5,redondo
a1,group-5,cuadrado
a1,group-5,ligero
a1,group-5,pesado
a1,group-5,principal
a1,group-5,simple
a1,group-5,cada
a1,group-5,otro
a1,group-5,poco
a1,group-5,mucho
a1,group-5,suficientemente
a1,group-5,solamente
a1,group-5,perfectamente
a1,group-5,lentamente
a1,group-5,rápidamente
a1,group-6,cero
a1,group-6,uno
a1,group-6,dos
a1,group-6,tres
a1,group-6,cuatro
a1,group-6,cinco
a1,group-6,seis
a1,group-6,siete
a1,group-6,ocho
a1,group-6,nueve
a1,group-6,diez
a1,group-6,once
a1,group-6,doce
a1,group-6,trece
a1,group-6,catorce
a1,group-6,quince
a1,group-6,veinte
a1,group-6,treinta
a1,group-6,cuarenta
a1,group-6,cincuenta
a1,group-6,cien
a1,group-6,doble
a1,group-6,kilo
a1,group-6,gramo
a1,group-6,litro
a1,group-6,centímetro
a1,group-6,tamaño
a1,group-6,forma
a1,group-6,círculo
a1,group-6,línea
a1,group-6,punto
a1,group-6,lado
a1,group-6,frente
a1,group-6,fondo
a1,group-6,entrada principal
a1,group-6,salida de emergencia
a1,group-6,planta baja
a1,group-6,primer piso
a1,group-6,segundo piso
a1,group-6,habitación doble
a1,group-6,habitación individual
a1,group-6,número de teléfono
a1,group-6,dirección de correo
a1,group-6,código postal
a1,group-6,documento de identidad
a1,group-6,permiso sencillo
a1,group-6,formulario corto
a1,group-6,firma sencilla
a1,group-6,turno de espera
a1,group-6,cola corta
a1,group-6,copia pequeña
a1,group-6,precio final
a1,group-6,cambio exacto
a1,group-6,oferta especial
a1,group-6,rebaja
a1,group-6,cesta
a1,group-6,carrito
a1,group-6,producto básico
a1,group-6,pan tostado
a1,group-6,mantequilla
a1,group-6,aceite
a1,group-6,vinagre
a1,group-6,salsa
a1,group-6,desayuno ligero
a1,group-6,comida casera
a1,group-6,postre
a1,group-6,contar
a1,group-6,sumar
a1,group-6,restar
a1,group-6,calcular
a1,group-6,elegir talla
a1,group-6,pedir precio
a1,group-6,comparar precios
a1,group-6,firmar aquí
a1,group-6,rellenar un formulario
a1,group-6,hacer una copia
a1,group-6,esperar turno
a1,group-6,entrar primero
a1,group-6,salir después
a1,group-6,sentarse
a1,group-6,levantarse de la silla
a1,group-6,acostarse temprano
a1,group-6,entero
a1,group-6,medio
a1,group-6,mínimo
a1,group-6,máximo
a1,group-6,gratis
a1,group-6,especial
a1,group-6,inútil
a1,group-6,fácil de usar
a1,group-6,alrededor
a1,group-6,más o menos
a1,group-6,por persona
a1,group-6,en total
a1,group-6,sin azúcar
a1,group-6,con leche
a1,group-6,para llevar
a1,group-6,aquí tiene
a1,group-6,firme aquí
a1,group-6,espere un momento
a1,group-7,oficina de turismo
a1,group-7,comisaría
a1,group-7,parada de autobús
a1,group-7,parada de taxi
a1,group-7,andén
a1,group-7,billete sencillo
a1,group-7,bono transporte
a1,group-7,tarjeta de transporte
a1,group-7,horario de tren
a1,group-7,mapa de metro
a1,group-7,plano de la ciudad
a1,group-7,punto de información
a1,group-7,mostrador
a1,group-7,recepción del hotel
a1,group-7,habitación limpia
a1,group-7,cama individual
a1,group-7,manta
a1,group-7,almohada
a1,group-7,sábana
a1,group-7,enchufe
a1,group-7,interruptor
a1,group-7,llave de casa
a1,group-7,mando a distancia
a1,group-7,cubo de basura
a1,group-7,fregadero
a1,group-7,plato hondo
a1,group-7,plato llano
a1,group-7,copa
a1,group-7,taza de café
a1,group-7,mantel
a1,group-7,silla libre
a1,group-7,mesa reservada
a1,group-7,carta del restaurante
a1,group-7,primer plato
a1,group-7,segundo plato
a1,group-7,bebida fría
a1,group-7,bebida caliente
a1,group-7,tienda de ropa
a1,group-7,zapatería
a1,group-7,papelería
a1,group-7,librería
a1,group-7,juguetería
a1,group-7,floristería
a1,group-7,frutería
a1,group-7,pescadería
a1,group-7,pastelería
a1,group-7,talla
a1,group-7,probador
a1,group-7,caja registradora
a1,group-7,cliente nuevo
a1,group-7,ticket de compra
a1,group-7,cartera pequeña
a1,group-7,moneda local
a1,group-7,cambio pequeño
a1,group-7,bolso
a1,group-7,cinturón
a1,group-7,chaqueta
a1,group-7,jersey
a1,group-7,camisa
a1,group-7,gorra
a1,group-7,gafas
a1,group-7,reloj de pulsera
a1,group-7,reservar mesa
a1,group-7,pedir la carta
a1,group-7,probarse ropa
a1,group-7,cambiar una talla
a1,group-7,devolver un producto
a1,group-7,pagar en caja
a1,group-7,buscar una dirección
a1,group-7,pedir información
a1,group-7,esperar el autobús
a1,group-7,subir al tren
a1,group-7,bajar del metro
a1,group-7,enseñar el billete
a1,group-7,perder la llave
a1,group-7,encontrar el hotel
a1,group-7,abrir la ventana
a1,group-7,cerrar la puerta
a1,group-7,apagar la luz
a1,group-7,reservado
a1,group-7,ocupado por alguien
a1,group-7,libre para usar
a1,group-7,limpio por dentro
a1,group-7,sucio por fuera
a1,group-7,cómodo para dormir
a1,group-7,barato para turistas
a1,group-7,caro para estudiantes
a1,group-7,disponible hoy
a1,group-7,cerrado por descanso
a1,group-7,adentro
a1,group-7,afuera
a1,group-7,detrás
a1,group-7,delante
a1,group-7,¿me puede ayudar?
a1,group-7,¿dónde está la parada?
a1,group-7,¿aceptan tarjeta?
a1,group-7,¿puedo probarme esto?
a1,group-7,¿tiene otra talla?
a1,group-7,la cuenta, por favor
a1,group-7,sin problema
a1,group-8,necesidad
a1,group-8,deseo
a1,group-8,gusto personal
a1,group-8,preferencia
a1,group-8,opción simple
a1,group-8,cosa importante
a1,group-8,momento difícil
a1,group-8,día libre
a1,group-8,hora libre
a1,group-8,plan fácil
a1,group-8,tarea sencilla
a1,group-8,trabajo fácil
a1,group-8,problema pequeño
a1,group-8,pregunta sencilla
a1,group-8,respuesta corta
a1,group-8,conversación básica
a1,group-8,voz alta
a1,group-8,voz baja
a1,group-8,ruido fuerte
a1,group-8,silencio
a1,group-8,luz natural
a1,group-8,luz artificial
a1,group-8,aire fresco
a1,group-8,agua fría
a1,group-8,agua caliente
a1,group-8,ducha rápida
a1,group-8,paseo corto
a1,group-8,visita breve
a1,group-8,llamada corta
a1,group-8,mensaje corto
a1,group-8,lista de compras
a1,group-8,bolsa reutilizable
a1,group-8,producto fresco
a1,group-8,fruta madura
a1,group-8,verdura fresca
a1,group-8,pan integral
a1,group-8,leche entera
a1,group-8,leche desnatada
a1,group-8,comida rápida
a1,group-8,comida sana
a1,group-8,acompañar
a1,group-8,ahorrar un poco
a1,group-8,añadir
a1,group-8,apagar el móvil
a1,group-8,aprender solo
a1,group-8,arreglar la habitación
a1,group-8,beber agua
a1,group-8,cambiar de idea
a1,group-8,compartir mesa
a1,group-8,conducir despacio
a1,group-8,cuidar la casa
a1,group-8,decidir rápido
a1,group-8,dejar un mensaje
a1,group-8,descansar bien
a1,group-8,dibujar
a1,group-8,dormir la siesta
a1,group-8,ducharse rápido
a1,group-8,enviar un mensaje
a1,group-8,explicar despacio
a1,group-8,guardar silencio
a1,group-8,gastar poco
a1,group-8,hablar claro
a1,group-8,intentar de nuevo
a1,group-8,leer en voz alta
a1,group-8,llamar por teléfono
a1,group-8,llevar una bolsa
a1,group-8,mirar alrededor
a1,group-8,necesitar ayuda
a1,group-8,pagar la cuenta
a1,group-8,pasar tiempo
a1,group-8,preguntar algo
a1,group-8,recibir ayuda
a1,group-8,rechazar con educación
a1,group-8,recordar una palabra
a1,group-8,repetir la frase
a1,group-8,reservar habitación
a1,group-8,volver a casa
a1,group-8,actual
a1,group-8,antiguo de verdad
a1,group-8,básico
a1,group-8,breve
a1,group-8,completo para empezar
a1,group-8,diario
a1,group-8,diferente de antes
a1,group-8,fácil de entender
a1,group-8,fuerte de sabor
a1,group-8,joven todavía
a1,group-8,necesario para vivir
a1,group-8,normal para mí
a1,group-8,nuevo para todos
a1,group-8,parecido
a1,group-8,posible hoy
a1,group-8,tranquilo para estudiar
a1,group-8,despacio
a1,group-8,temprano por la mañana
a1,group-8,tarde por la noche
a1,group-8,a mi lado
a1,group-8,con cuidado
a1,group-8,de nuevo
a1,group-8,en voz alta
a2,group-1,despertador
a2,group-1,pasta
a2,group-1,afeitadora
a2,group-1,peine
a2,group-1,secador
a2,group-1,cajón
a2,group-1,percha
a2,group-1,bufanda
a2,group-1,guante
a2,group-1,bolsillo
a2,group-1,cordón
a2,group-1,cremallera
a2,group-1,mancha
a2,group-1,arruga
a2,group-1,lavavajillas
a2,group-1,detergente
a2,group-1,escoba
a2,group-1,fregona
a2,group-1,cubo
a2,group-1,trapo
a2,group-1,papelera
a2,group-1,recado
a2,group-1,cerradura
a2,group-1,bombilla
a2,group-1,persiana
a2,group-1,portero
a2,group-1,paquete
a2,group-1,repartidor
a2,group-1,vecindario
a2,group-1,goteo
a2,group-1,alacena
a2,group-1,almacén
a2,group-1,alojamiento
a2,group-1,anillo
a2,group-1,antena
a2,group-1,apetito
a2,group-1,arena
a2,group-1,asesor
a2,group-1,asiento
a2,group-1,aspiradora
a2,group-1,autopista
a2,group-1,azafata
a2,group-1,bandeja
a2,group-1,botiquín
a2,group-1,brújula
a2,group-1,despertarse
a2,group-1,apresurarse
a2,group-1,ducharse
a2,group-1,peinarse
a2,group-1,afeitarse
a2,group-1,vestirse
a2,group-1,probarse
a2,group-1,ponerse
a2,group-1,quitarse
a2,group-1,colgar
a2,group-1,planchar
a2,group-1,barrer
a2,group-1,fregar
a2,group-1,apagar
a2,group-1,encender
a2,group-1,sonar
a2,group-1,funcionar
a2,group-1,estropearse
a2,group-1,arreglar
a2,group-1,acercarse
a2,group-1,acomodar
a2,group-1,acostumbrarse
a2,group-1,agacharse
a2,group-1,agitar
a2,group-1,alquilar
a2,group-1,aparcar
a2,group-1,apetecer
a2,group-1,apuntarse
a2,group-1,ordenado
a2,group-1,desordenado
a2,group-1,gastado
a2,group-1,suave
a2,group-1,duro
a2,group-1,casero
a2,group-1,abrigado
a2,group-1,agotado
a2,group-1,amueblado
a2,group-1,averiado
a2,group-1,caducado
a2,group-1,casual
a2,group-1,coqueto
a2,group-1,crujiente
a2,group-1,descalzo
a2,group-1,anoche
a2,group-1,enseguida
a2,group-1,pronto
a2,group-1,quizás
a2,group-1,regularmente
a2,group-1,tener prisa
a2,group-1,dejar algo encendido
a2,group-1,quedarse dormido
a2,group-1,poner la lavadora
a2,group-1,hacer la cama
a2,group-1,salir pitando
a2,group-1,estar hecho un lío
a2,group-2,acera
a2,group-2,calzada
a2,group-2,rotonda
a2,group-2,carril
a2,group-2,túnel
a2,group-2,puente
a2,group-2,taquilla
a2,group-2,transbordo
a2,group-2,trayecto
a2,group-2,maletero
a2,group-2,volante
a2,group-2,peatón
a2,group-2,ciclista
a2,group-2,conductor
a2,group-2,pasajero
a2,group-2,desvío
a2,group-2,gasolinera
a2,group-2,peaje
a2,group-2,garaje
a2,group-2,recorrido
a2,group-2,destino
a2,group-2,orilla
a2,group-2,avenida
a2,group-2,callejón
a2,group-2,buzón
a2,group-2,portón
a2,group-2,fachada
a2,group-2,azotea
a2,group-2,sótano
a2,group-2,inquilino
a2,group-2,fianza
a2,group-2,mudanza
a2,group-2,alquiler
a2,group-2,reforma
a2,group-2,humedad
a2,group-2,grieta
a2,group-2,ascensor
a2,group-2,timbre
a2,group-2,portería
a2,group-2,consigna
a2,group-2,caminata
a2,group-2,campamento
a2,group-2,caravana
a2,group-2,carpintero
a2,group-2,cartera
a2,group-2,girar
a2,group-2,circular
a2,group-2,frenar
a2,group-2,chocar
a2,group-2,perderse
a2,group-2,orientarse
a2,group-2,desviarse
a2,group-2,mudarse
a2,group-2,firmar
a2,group-2,compartir
a2,group-2,colocarse
a2,group-2,cancelar
a2,group-2,reservar
a2,group-2,facturar
a2,group-2,embarcar
a2,group-2,arreglarse
a2,group-2,asustarse
a2,group-2,aterrizar
a2,group-2,bañarse
a2,group-2,calentar
a2,group-2,cambiarse
a2,group-2,comportarse
a2,group-2,conducir
a2,group-2,congelar
a2,group-2,consultar
a2,group-2,contagiar
a2,group-2,cruzar
a2,group-2,despegar
a2,group-2,céntrico
a2,group-2,lejano
a2,group-2,cercano
a2,group-2,peatonal
a2,group-2,subterráneo
a2,group-2,ruidoso
a2,group-2,luminoso
a2,group-2,compartido
a2,group-2,disponible
a2,group-2,puntual
a2,group-2,despistado
a2,group-2,eléctrico
a2,group-2,húmedo
a2,group-2,inalámbrico
a2,group-2,manchado
a2,group-2,recto
a2,group-2,enfrente
a2,group-2,debajo
a2,group-2,adonde
a2,group-2,tranquilamente
a2,group-2,dar una vuelta
a2,group-2,hacer cola
a2,group-2,perder el autobús
a2,group-2,cambiar de línea
a2,group-2,estar de paso
a2,group-2,quedarse tirado
a2,group-2,hacer caso
a2,group-3,síntoma
a2,group-3,garganta
a2,group-3,oído
a2,group-3,muela
a2,group-3,rodilla
a2,group-3,hombro
a2,group-3,codo
a2,group-3,tobillo
a2,group-3,hueso
a2,group-3,músculo
a2,group-3,piel
a2,group-3,sangre
a2,group-3,pulso
a2,group-3,tos
a2,group-3,estornudo
a2,group-3,resfriado
a2,group-3,gripe
a2,group-3,alergia
a2,group-3,herida
a2,group-3,quemadura
a2,group-3,golpe
a2,group-3,mareo
a2,group-3,náusea
a2,group-3,dolor
a2,group-3,fiebre
a2,group-3,cansancio
a2,group-3,malestar
a2,group-3,pastilla
a2,group-3,jarabe
a2,group-3,pomada
a2,group-3,venda
a2,group-3,termómetro
a2,group-3,vacuna
a2,group-3,inyección
a2,group-3,ambulancia
a2,group-3,consulta
a2,group-3,tratamiento
a2,group-3,seguro
a2,group-3,dieta
a2,group-3,sueño
a2,group-3,farmacéutico
a2,group-3,fisio
a2,group-3,catálogo
a2,group-3,cerrajero
a2,group-3,chándal
a2,group-3,toser
a2,group-3,estornudar
a2,group-3,respirar
a2,group-3,sangrar
a2,group-3,doler
a2,group-3,hincharse
a2,group-3,marearse
a2,group-3,vomitar
a2,group-3,curarse
a2,group-3,recuperarse
a2,group-3,descansar
a2,group-3,cuidarse
a2,group-3,pesar
a2,group-3,medir
a2,group-3,recetar
a2,group-3,vacunarse
a2,group-3,protegerse
a2,group-3,mejorar
a2,group-3,contagiarse
a2,group-3,notar
a2,group-3,sentirse
a2,group-3,probar
a2,group-3,tragar
a2,group-3,desvestirse
a2,group-3,devolver
a2,group-3,dormirse
a2,group-3,enfriar
a2,group-3,enfermar
a2,group-3,sano
a2,group-3,enfermo
a2,group-3,agudo
a2,group-3,crónico
a2,group-3,hinchado
a2,group-3,roto
a2,group-3,mareado
a2,group-3,alérgico
a2,group-3,nervioso
a2,group-3,contagioso
a2,group-3,ocupado
a2,group-3,peligroso
a2,group-3,picante
a2,group-3,prestado
a2,group-3,resbaladizo
a2,group-3,mejor
a2,group-3,peor
a2,group-3,levemente
a2,group-3,gravemente
a2,group-3,suavemente
a2,group-3,pedir cita
a2,group-3,sentirse fatal
a2,group-3,guardar reposo
a2,group-3,tomarse la tensión
a2,group-3,ponerse mejor
a2,group-3,estar de acuerdo
a2,group-3,tener razón
a2,group-4,beca
a2,group-4,asignatura
a2,group-4,apunte
a2,group-4,redacción
a2,group-4,ensayo
a2,group-4,diapositiva
a2,group-4,tiza
a2,group-4,rotulador
a2,group-4,entrega
a2,group-4,nota
a2,group-4,calificación
a2,group-4,suspenso
a2,group-4,aprobado
a2,group-4,currículum
a2,group-4,jornada
a2,group-4,sueldo
a2,group-4,plantilla
a2,group-4,jefe
a2,group-4,compañero
a2,group-4,reunión
a2,group-4,llamada
a2,group-4,correo
a2,group-4,adjunto
a2,group-4,impresora
a2,group-4,fotocopia
a2,group-4,ventanilla
a2,group-4,sello
a2,group-4,comprobante
a2,group-4,capacitación
a2,group-4,charco
a2,group-4,chiste
a2,group-4,cicatriz
a2,group-4,cierre
a2,group-4,colchón
a2,group-4,colonia
a2,group-4,congelador
a2,group-4,consejería
a2,group-4,contador
a2,group-4,crema
a2,group-4,cristal
a2,group-4,cuerda
a2,group-4,desayuno
a2,group-4,despacho
a2,group-4,embalaje
a2,group-4,entrada
a2,group-4,matricularse
a2,group-4,redactar
a2,group-4,suspender
a2,group-4,confirmar
a2,group-4,fotocopiar
a2,group-4,examinarse
a2,group-4,renunciar
a2,group-4,ascender
a2,group-4,organizarse
a2,group-4,presentarse
a2,group-4,teclear
a2,group-4,grapar
a2,group-4,encuadernar
a2,group-4,enfermarse
a2,group-4,enviar
a2,group-4,escanear
a2,group-4,escoger
a2,group-4,estacionar
a2,group-4,fichar
a2,group-4,freír
a2,group-4,hervir
a2,group-4,limpiarse
a2,group-4,merendar
a2,group-4,recoger
a2,group-4,soplar
a2,group-4,tapar
a2,group-4,tardar
a2,group-4,tostar
a2,group-4,obligatorio
a2,group-4,opcional
a2,group-4,escrito
a2,group-4,oral
a2,group-4,semanal
a2,group-4,mensual
a2,group-4,atrasado
a2,group-4,firmado
a2,group-4,sellado
a2,group-4,impreso
a2,group-4,grapado
a2,group-4,sencillo
a2,group-4,tierno
a2,group-4,tostado
a2,group-4,vacío
a2,group-4,presencialmente
a2,group-4,remotamente
a2,group-4,mensualmente
a2,group-4,oralmente
a2,group-4,laboralmente
a2,group-4,entregar a tiempo
a2,group-4,ponerse al día
a2,group-4,quedar en algo
